"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2010"	"2010"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2010"	"2010"	"Male"	"M"	79
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2011"	"2011"	"Female"	"F"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2011"	"2011"	"Male"	"M"	50
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2012"	"2012"	"Male"	"M"	59
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"Female"	"F"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Connecticut"	"09"	"2013"	"2013"	"Male"	"M"	65
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2002"	"2002"	"Male"	"M"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2004"	"2004"	"Male"	"M"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2005"	"2005"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2006"	"2006"	"Male"	"M"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2008"	"2008"	"Male"	"M"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2010"	"2010"	"Male"	"M"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2011"	"2011"	"Male"	"M"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2012"	"2012"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Delaware"	"10"	"2013"	"2013"	"Male"	"M"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"1999"	"1999"	"Male"	"M"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2000"	"2000"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2001"	"2001"	"Male"	"M"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2002"	"2002"	"Male"	"M"	17
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2004"	"2004"	"Male"	"M"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2006"	"2006"	"Male"	"M"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2010"	"2010"	"Male"	"M"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"District of Columbia"	"11"	"2012"	"2012"	"Male"	"M"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"1999"	"1999"	"Female"	"F"	206
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"1999"	"1999"	"Male"	"M"	413
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2000"	"2000"	"Female"	"F"	194
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2000"	"2000"	"Male"	"M"	452
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2001"	"2001"	"Female"	"F"	228
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2001"	"2001"	"Male"	"M"	395
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2002"	"2002"	"Female"	"F"	188
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2002"	"2002"	"Male"	"M"	400
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2003"	"2003"	"Female"	"F"	187
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2003"	"2003"	"Male"	"M"	419
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2004"	"2004"	"Female"	"F"	203
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2004"	"2004"	"Male"	"M"	411
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2005"	"2005"	"Female"	"F"	178
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2005"	"2005"	"Male"	"M"	428
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2006"	"2006"	"Female"	"F"	182
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2006"	"2006"	"Male"	"M"	418
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2007"	"2007"	"Female"	"F"	204
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2007"	"2007"	"Male"	"M"	492
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2008"	"2008"	"Female"	"F"	198
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2008"	"2008"	"Male"	"M"	471
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	184
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	455
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	196
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	465
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	199
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	467
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	201
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	491
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	198
	"Oral Cavity and Pharynx"	"20010-20100"	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	526
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	137
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	65
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	131
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	82
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	129
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	122
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	158
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	72
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	147
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	75
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	154
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	58
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	159
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	63
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	174
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	66
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	142
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	55
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	153
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	71
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	173
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	176
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	77
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	185
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	84
	"Oral Cavity and Pharynx"	"20010-20100"	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	192
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	29
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	28
	"Oral Cavity and Pharynx"	"20010-20100"	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	85
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	216
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	119
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	210
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	80
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	222
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	108
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	202
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	101
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	233
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	97
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	239
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	100
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	194
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	122
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	187
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	215
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	125
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	233
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	195
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	98
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	205
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	104
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	240
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	113
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	254
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	102
	"Oral Cavity and Pharynx"	"20010-20100"	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	243
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	90
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	39
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	90
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	42
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	100
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	105
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	78
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	102
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	47
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	107
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	52
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	101
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	53
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	111
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	42
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	110
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	40
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	113
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	58
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	138
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	65
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	122
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	53
	"Oral Cavity and Pharynx"	"20010-20100"	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	123
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	26
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	52
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	23
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	55
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	32
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	57
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	56
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	60
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	58
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	30
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	46
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	65
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	69
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	49
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	39
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	43
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	22
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	43
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	21
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	35
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	61
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	24
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	51
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	27
	"Oral Cavity and Pharynx"	"20010-20100"	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	41
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	34
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	88
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	44
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	94
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	92
