"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2010"	"2010"	"Black or African American"	"2054-5"	63
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2010"	"2010"	"White"	"2106-3"	518
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2011"	"2011"	"Black or African American"	"2054-5"	56
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2011"	"2011"	"White"	"2106-3"	515
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2012"	"2012"	"Black or African American"	"2054-5"	42
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2012"	"2012"	"White"	"2106-3"	540
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2013"	"2013"	"Black or African American"	"2054-5"	60
	"Urinary Bladder"	"29010"	"Illinois"	"17"	"2013"	"2013"	"White"	"2106-3"	552
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"1999"	"1999"	"White"	"2106-3"	283
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2000"	"2000"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2000"	"2000"	"White"	"2106-3"	255
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2001"	"2001"	"White"	"2106-3"	248
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2002"	"2002"	"White"	"2106-3"	246
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2003"	"2003"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2003"	"2003"	"White"	"2106-3"	265
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2004"	"2004"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2004"	"2004"	"White"	"2106-3"	280
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2005"	"2005"	"White"	"2106-3"	276
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2006"	"2006"	"White"	"2106-3"	263
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2007"	"2007"	"White"	"2106-3"	270
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2008"	"2008"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2008"	"2008"	"White"	"2106-3"	313
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2009"	"2009"	"Black or African American"	"2054-5"	21
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2009"	"2009"	"White"	"2106-3"	312
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2010"	"2010"	"White"	"2106-3"	316
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2011"	"2011"	"Black or African American"	"2054-5"	19
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2011"	"2011"	"White"	"2106-3"	305
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2012"	"2012"	"White"	"2106-3"	336
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2013"	"2013"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"Indiana"	"18"	"2013"	"2013"	"White"	"2106-3"	362
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"1999"	"1999"	"White"	"2106-3"	126
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2000"	"2000"	"White"	"2106-3"	145
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2001"	"2001"	"White"	"2106-3"	125
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2002"	"2002"	"White"	"2106-3"	143
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2003"	"2003"	"White"	"2106-3"	148
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2004"	"2004"	"White"	"2106-3"	157
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2005"	"2005"	"White"	"2106-3"	165
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2006"	"2006"	"White"	"2106-3"	148
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2007"	"2007"	"White"	"2106-3"	167
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2008"	"2008"	"White"	"2106-3"	196
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2009"	"2009"	"White"	"2106-3"	172
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2010"	"2010"	"White"	"2106-3"	170
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2011"	"2011"	"White"	"2106-3"	164
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2012"	"2012"	"White"	"2106-3"	158
	"Urinary Bladder"	"29010"	"Iowa"	"19"	"2013"	"2013"	"White"	"2106-3"	195
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"1999"	"1999"	"White"	"2106-3"	98
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2000"	"2000"	"White"	"2106-3"	97
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2001"	"2001"	"White"	"2106-3"	130
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2002"	"2002"	"White"	"2106-3"	130
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2003"	"2003"	"White"	"2106-3"	103
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2004"	"2004"	"White"	"2106-3"	119
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2005"	"2005"	"White"	"2106-3"	116
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2006"	"2006"	"White"	"2106-3"	112
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2007"	"2007"	"White"	"2106-3"	125
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2008"	"2008"	"White"	"2106-3"	109
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2009"	"2009"	"White"	"2106-3"	116
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2010"	"2010"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2011"	"2011"	"White"	"2106-3"	154
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2012"	"2012"	"White"	"2106-3"	136
	"Urinary Bladder"	"29010"	"Kansas"	"20"	"2013"	"2013"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"1999"	"1999"	"White"	"2106-3"	178
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2000"	"2000"	"White"	"2106-3"	194
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2001"	"2001"	"White"	"2106-3"	159
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2002"	"2002"	"White"	"2106-3"	173
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2003"	"2003"	"White"	"2106-3"	172
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2004"	"2004"	"White"	"2106-3"	192
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2005"	"2005"	"White"	"2106-3"	176
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2006"	"2006"	"White"	"2106-3"	202
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2007"	"2007"	"White"	"2106-3"	176
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2008"	"2008"	"White"	"2106-3"	198
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2009"	"2009"	"White"	"2106-3"	218
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2010"	"2010"	"White"	"2106-3"	217
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2011"	"2011"	"White"	"2106-3"	220
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2012"	"2012"	"White"	"2106-3"	208
	"Urinary Bladder"	"29010"	"Kentucky"	"21"	"2013"	"2013"	"White"	"2106-3"	212
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"1999"	"1999"	"Black or African American"	"2054-5"	37
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"1999"	"1999"	"White"	"2106-3"	106
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2000"	"2000"	"Black or African American"	"2054-5"	36
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2000"	"2000"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2001"	"2001"	"Black or African American"	"2054-5"	43
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2001"	"2001"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2002"	"2002"	"Black or African American"	"2054-5"	27
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2002"	"2002"	"White"	"2106-3"	115
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2003"	"2003"	"Black or African American"	"2054-5"	28
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2003"	"2003"	"White"	"2106-3"	131
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2004"	"2004"	"Black or African American"	"2054-5"	44
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2004"	"2004"	"White"	"2106-3"	127
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2005"	"2005"	"Black or African American"	"2054-5"	31
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2005"	"2005"	"White"	"2106-3"	157
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2006"	"2006"	"Black or African American"	"2054-5"	39
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2006"	"2006"	"White"	"2106-3"	153
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2007"	"2007"	"Black or African American"	"2054-5"	30
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2007"	"2007"	"White"	"2106-3"	122
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2008"	"2008"	"Black or African American"	"2054-5"	34
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2008"	"2008"	"White"	"2106-3"	157
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2009"	"2009"	"Black or African American"	"2054-5"	35
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2009"	"2009"	"White"	"2106-3"	160
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2010"	"2010"	"Black or African American"	"2054-5"	40
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2010"	"2010"	"White"	"2106-3"	139
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2011"	"2011"	"Black or African American"	"2054-5"	31
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2011"	"2011"	"White"	"2106-3"	161
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2012"	"2012"	"Black or African American"	"2054-5"	44
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2012"	"2012"	"White"	"2106-3"	134
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2013"	"2013"	"Black or African American"	"2054-5"	58
	"Urinary Bladder"	"29010"	"Louisiana"	"22"	"2013"	"2013"	"White"	"2106-3"	155
	"Urinary Bladder"	"29010"	"Maine"	"23"	"1999"	"1999"	"White"	"2106-3"	82
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2000"	"2000"	"White"	"2106-3"	83
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2001"	"2001"	"White"	"2106-3"	92
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2002"	"2002"	"White"	"2106-3"	76
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2003"	"2003"	"White"	"2106-3"	76
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2004"	"2004"	"White"	"2106-3"	100
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2005"	"2005"	"White"	"2106-3"	86
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2006"	"2006"	"White"	"2106-3"	98
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2007"	"2007"	"White"	"2106-3"	109
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2008"	"2008"	"White"	"2106-3"	92
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2009"	"2009"	"White"	"2106-3"	102
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2010"	"2010"	"White"	"2106-3"	106
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2011"	"2011"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2012"	"2012"	"White"	"2106-3"	113
	"Urinary Bladder"	"29010"	"Maine"	"23"	"2013"	"2013"	"White"	"2106-3"	95
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"1999"	"1999"	"Black or African American"	"2054-5"	43
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"1999"	"1999"	"White"	"2106-3"	188
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2000"	"2000"	"Black or African American"	"2054-5"	30
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2000"	"2000"	"White"	"2106-3"	165
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2001"	"2001"	"Black or African American"	"2054-5"	30
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2001"	"2001"	"White"	"2106-3"	195
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2002"	"2002"	"Black or African American"	"2054-5"	55
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2002"	"2002"	"White"	"2106-3"	186
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2003"	"2003"	"Black or African American"	"2054-5"	33
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2003"	"2003"	"White"	"2106-3"	203
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2004"	"2004"	"Black or African American"	"2054-5"	36
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2004"	"2004"	"White"	"2106-3"	180
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2005"	"2005"	"Black or African American"	"2054-5"	39
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2005"	"2005"	"White"	"2106-3"	204
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2006"	"2006"	"Black or African American"	"2054-5"	38
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2006"	"2006"	"White"	"2106-3"	205
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2007"	"2007"	"Black or African American"	"2054-5"	33
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2007"	"2007"	"White"	"2106-3"	206
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2008"	"2008"	"Black or African American"	"2054-5"	47
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2008"	"2008"	"White"	"2106-3"	211
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2009"	"2009"	"Black or African American"	"2054-5"	42
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2009"	"2009"	"White"	"2106-3"	244
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2010"	"2010"	"Black or African American"	"2054-5"	56
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2010"	"2010"	"White"	"2106-3"	250
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2011"	"2011"	"Black or African American"	"2054-5"	51
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2011"	"2011"	"White"	"2106-3"	226
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2012"	"2012"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2012"	"2012"	"White"	"2106-3"	240
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2013"	"2013"	"Black or African American"	"2054-5"	55
	"Urinary Bladder"	"29010"	"Maryland"	"24"	"2013"	"2013"	"White"	"2106-3"	269
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"1999"	"1999"	"White"	"2106-3"	331
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2000"	"2000"	"White"	"2106-3"	320
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2001"	"2001"	"White"	"2106-3"	370
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2002"	"2002"	"White"	"2106-3"	347
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2003"	"2003"	"White"	"2106-3"	347
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2004"	"2004"	"White"	"2106-3"	366
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2005"	"2005"	"White"	"2106-3"	340
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2006"	"2006"	"White"	"2106-3"	346
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2007"	"2007"	"White"	"2106-3"	339
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2008"	"2008"	"White"	"2106-3"	412
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2009"	"2009"	"White"	"2106-3"	389
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2010"	"2010"	"White"	"2106-3"	412
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2011"	"2011"	"White"	"2106-3"	368
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2012"	"2012"	"White"	"2106-3"	360
	"Urinary Bladder"	"29010"	"Massachusetts"	"25"	"2013"	"2013"	"White"	"2106-3"	392
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"1999"	"1999"	"Black or African American"	"2054-5"	45
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"1999"	"1999"	"White"	"2106-3"	395
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2000"	"2000"	"Black or African American"	"2054-5"	38
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2000"	"2000"	"White"	"2106-3"	436
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2001"	"2001"	"Black or African American"	"2054-5"	25
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2001"	"2001"	"White"	"2106-3"	443
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2002"	"2002"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2002"	"2002"	"White"	"2106-3"	397
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2003"	"2003"	"Black or African American"	"2054-5"	47
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2003"	"2003"	"White"	"2106-3"	427
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2004"	"2004"	"Black or African American"	"2054-5"	33
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2004"	"2004"	"White"	"2106-3"	418
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2005"	"2005"	"Black or African American"	"2054-5"	29
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2005"	"2005"	"White"	"2106-3"	451
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2006"	"2006"	"Black or African American"	"2054-5"	47
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2006"	"2006"	"White"	"2106-3"	456
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2007"	"2007"	"Black or African American"	"2054-5"	47
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2007"	"2007"	"White"	"2106-3"	462
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2008"	"2008"	"Black or African American"	"2054-5"	40
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2008"	"2008"	"White"	"2106-3"	495
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2009"	"2009"	"Black or African American"	"2054-5"	42
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2009"	"2009"	"White"	"2106-3"	495
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2010"	"2010"	"Black or African American"	"2054-5"	45
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2010"	"2010"	"White"	"2106-3"	497
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2011"	"2011"	"Black or African American"	"2054-5"	37
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2011"	"2011"	"White"	"2106-3"	511
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2012"	"2012"	"Black or African American"	"2054-5"	49
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2012"	"2012"	"White"	"2106-3"	529
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2013"	"2013"	"Black or African American"	"2054-5"	61
	"Urinary Bladder"	"29010"	"Michigan"	"26"	"2013"	"2013"	"White"	"2106-3"	526
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"1999"	"1999"	"White"	"2106-3"	197
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2000"	"2000"	"White"	"2106-3"	206
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2001"	"2001"	"White"	"2106-3"	194
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2002"	"2002"	"White"	"2106-3"	237
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2003"	"2003"	"White"	"2106-3"	221
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2004"	"2004"	"White"	"2106-3"	213
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2005"	"2005"	"White"	"2106-3"	194
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2006"	"2006"	"White"	"2106-3"	205
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2007"	"2007"	"White"	"2106-3"	210
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2008"	"2008"	"White"	"2106-3"	231
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2009"	"2009"	"White"	"2106-3"	232
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2010"	"2010"	"White"	"2106-3"	233
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2011"	"2011"	"White"	"2106-3"	231
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2012"	"2012"	"White"	"2106-3"	216
	"Urinary Bladder"	"29010"	"Minnesota"	"27"	"2013"	"2013"	"White"	"2106-3"	256
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"1999"	"1999"	"Black or African American"	"2054-5"	27
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"1999"	"1999"	"White"	"2106-3"	83
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2000"	"2000"	"Black or African American"	"2054-5"	24
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2000"	"2000"	"White"	"2106-3"	76
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2001"	"2001"	"White"	"2106-3"	68
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2002"	"2002"	"Black or African American"	"2054-5"	21
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2002"	"2002"	"White"	"2106-3"	92
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2003"	"2003"	"Black or African American"	"2054-5"	19
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2003"	"2003"	"White"	"2106-3"	62
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2004"	"2004"	"White"	"2106-3"	90
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2005"	"2005"	"Black or African American"	"2054-5"	32
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2005"	"2005"	"White"	"2106-3"	79
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2006"	"2006"	"Black or African American"	"2054-5"	19
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2006"	"2006"	"White"	"2106-3"	95
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2007"	"2007"	"Black or African American"	"2054-5"	23
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2007"	"2007"	"White"	"2106-3"	73
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2008"	"2008"	"Black or African American"	"2054-5"	17
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2008"	"2008"	"White"	"2106-3"	78
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2009"	"2009"	"Black or African American"	"2054-5"	25
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2009"	"2009"	"White"	"2106-3"	91
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2010"	"2010"	"Black or African American"	"2054-5"	26
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2010"	"2010"	"White"	"2106-3"	76
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2011"	"2011"	"Black or African American"	"2054-5"	27
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2011"	"2011"	"White"	"2106-3"	78
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2012"	"2012"	"Black or African American"	"2054-5"	28
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2012"	"2012"	"White"	"2106-3"	103
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2013"	"2013"	"Black or African American"	"2054-5"	25
	"Urinary Bladder"	"29010"	"Mississippi"	"28"	"2013"	"2013"	"White"	"2106-3"	100
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"1999"	"1999"	"White"	"2106-3"	204
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2000"	"2000"	"White"	"2106-3"	201
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2001"	"2001"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2001"	"2001"	"White"	"2106-3"	224
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2002"	"2002"	"White"	"2106-3"	226
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2003"	"2003"	"Black or African American"	"2054-5"	22
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2003"	"2003"	"White"	"2106-3"	233
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2004"	"2004"	"Black or African American"	"2054-5"	24
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2004"	"2004"	"White"	"2106-3"	238
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2005"	"2005"	"Black or African American"	"2054-5"	16
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2005"	"2005"	"White"	"2106-3"	250
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2006"	"2006"	"Black or African American"	"2054-5"	19
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2006"	"2006"	"White"	"2106-3"	253
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2007"	"2007"	"White"	"2106-3"	280
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2008"	"2008"	"White"	"2106-3"	266
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2009"	"2009"	"White"	"2106-3"	246
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2010"	"2010"	"Black or African American"	"2054-5"	29
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2010"	"2010"	"White"	"2106-3"	281
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2011"	"2011"	"White"	"2106-3"	298
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2012"	"2012"	"White"	"2106-3"	284
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2013"	"2013"	"Black or African American"	"2054-5"	18
	"Urinary Bladder"	"29010"	"Missouri"	"29"	"2013"	"2013"	"White"	"2106-3"	294
	"Urinary Bladder"	"29010"	"Montana"	"30"	"1999"	"1999"	"White"	"2106-3"	41
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2000"	"2000"	"White"	"2106-3"	54
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2001"	"2001"	"White"	"2106-3"	54
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2002"	"2002"	"White"	"2106-3"	39
	"Urinary Bladder"	"29010"	"Montana"	"30"	"2003"	"2003"	"White"	"2106-3"	48
