"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Race"	"Race Code"	Deaths
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2001"	"2001"	"White"	"2106-3"	269
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	"Black or African American"	"2054-5"	42
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2002"	"2002"	"White"	"2106-3"	262
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	"Black or African American"	"2054-5"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2003"	"2003"	"White"	"2106-3"	253
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	"Black or African American"	"2054-5"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2004"	"2004"	"White"	"2106-3"	254
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	"Black or African American"	"2054-5"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2005"	"2005"	"White"	"2106-3"	257
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	"Black or African American"	"2054-5"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2006"	"2006"	"White"	"2106-3"	242
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	"Black or African American"	"2054-5"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2007"	"2007"	"White"	"2106-3"	220
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	"Black or African American"	"2054-5"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2008"	"2008"	"White"	"2106-3"	235
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	"Black or African American"	"2054-5"	40
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2009"	"2009"	"White"	"2106-3"	234
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	"Black or African American"	"2054-5"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2010"	"2010"	"White"	"2106-3"	213
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"Black or African American"	"2054-5"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2011"	"2011"	"White"	"2106-3"	224
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"Black or African American"	"2054-5"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2012"	"2012"	"White"	"2106-3"	205
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"Black or African American"	"2054-5"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Chicago-Naperville-Elgin, IL-IN-WI  "	"16980"	"2013"	"2013"	"White"	"2106-3"	206
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"1999"	"1999"	"White"	"2106-3"	68
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2000"	"2000"	"White"	"2106-3"	82
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2001"	"2001"	"White"	"2106-3"	72
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2002"	"2002"	"White"	"2106-3"	69
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2003"	"2003"	"White"	"2106-3"	67
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2004"	"2004"	"White"	"2106-3"	53
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2005"	"2005"	"White"	"2106-3"	58
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2006"	"2006"	"White"	"2106-3"	68
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2007"	"2007"	"White"	"2106-3"	67
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2008"	"2008"	"White"	"2106-3"	66
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2009"	"2009"	"White"	"2106-3"	57
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2010"	"2010"	"White"	"2106-3"	53
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2011"	"2011"	"White"	"2106-3"	62
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2012"	"2012"	"White"	"2106-3"	49
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cincinnati, OH-KY-IN  "	"17140"	"2013"	"2013"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"1999"	"1999"	"White"	"2106-3"	115
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2000"	"2000"	"White"	"2106-3"	99
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2001"	"2001"	"White"	"2106-3"	106
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2002"	"2002"	"White"	"2106-3"	90
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2003"	"2003"	"White"	"2106-3"	88
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2004"	"2004"	"White"	"2106-3"	89
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2005"	"2005"	"White"	"2106-3"	82
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2006"	"2006"	"White"	"2106-3"	69
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2007"	"2007"	"White"	"2106-3"	91
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2008"	"2008"	"White"	"2106-3"	73
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2009"	"2009"	"White"	"2106-3"	73
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2010"	"2010"	"White"	"2106-3"	79
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2011"	"2011"	"White"	"2106-3"	69
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2012"	"2012"	"White"	"2106-3"	65
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Cleveland-Elyria, OH  "	"17460"	"2013"	"2013"	"White"	"2106-3"	62
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Colorado Springs, CO  "	"17820"	"2010"	"2010"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2000"	"2000"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2001"	"2001"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2003"	"2003"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2005"	"2005"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2006"	"2006"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2007"	"2007"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2008"	"2008"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2010"	"2010"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2011"	"2011"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbia, SC  "	"17900"	"2013"	"2013"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"1999"	"1999"	"White"	"2106-3"	56
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2000"	"2000"	"White"	"2106-3"	55
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2001"	"2001"	"White"	"2106-3"	56
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2002"	"2002"	"White"	"2106-3"	39
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2003"	"2003"	"White"	"2106-3"	50
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2004"	"2004"	"White"	"2106-3"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2005"	"2005"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2006"	"2006"	"White"	"2106-3"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2007"	"2007"	"White"	"2106-3"	44
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2008"	"2008"	"White"	"2106-3"	38
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2009"	"2009"	"White"	"2106-3"	47
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2010"	"2010"	"White"	"2106-3"	52
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2011"	"2011"	"White"	"2106-3"	52
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2012"	"2012"	"White"	"2106-3"	51
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Columbus, OH  "	"18140"	"2013"	"2013"	"White"	"2106-3"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"1999"	"1999"	"White"	"2106-3"	107
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2000"	"2000"	"White"	"2106-3"	146
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"Black or African American"	"2054-5"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2001"	"2001"	"White"	"2106-3"	125
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2002"	"2002"	"White"	"2106-3"	118
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2003"	"2003"	"White"	"2106-3"	99
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2004"	"2004"	"White"	"2106-3"	135
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2005"	"2005"	"White"	"2106-3"	110
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2006"	"2006"	"White"	"2106-3"	110
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2007"	"2007"	"White"	"2106-3"	103
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2008"	"2008"	"White"	"2106-3"	137
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2009"	"2009"	"White"	"2106-3"	108
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2010"	"2010"	"White"	"2106-3"	126
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2011"	"2011"	"White"	"2106-3"	116
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2012"	"2012"	"White"	"2106-3"	104
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"Black or African American"	"2054-5"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dallas-Fort Worth-Arlington, TX  "	"19100"	"2013"	"2013"	"White"	"2106-3"	132
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"1999"	"1999"	"White"	"2106-3"	34
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2000"	"2000"	"White"	"2106-3"	41
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2001"	"2001"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2002"	"2002"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2003"	"2003"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2004"	"2004"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2005"	"2005"	"White"	"2106-3"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2006"	"2006"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2007"	"2007"	"White"	"2106-3"	42
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2008"	"2008"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2009"	"2009"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2010"	"2010"	"White"	"2106-3"	28
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2011"	"2011"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2012"	"2012"	"White"	"2106-3"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Dayton, OH  "	"19380"	"2013"	"2013"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"1999"	"1999"	"White"	"2106-3"	30
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2000"	"2000"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2001"	"2001"	"White"	"2106-3"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2002"	"2002"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2003"	"2003"	"White"	"2106-3"	27
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2004"	"2004"	"White"	"2106-3"	32
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2005"	"2005"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2006"	"2006"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2007"	"2007"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2008"	"2008"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2009"	"2009"	"White"	"2106-3"	29
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2011"	"2011"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2012"	"2012"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Deltona-Daytona Beach-Ormond Beach, FL  "	"19660"	"2013"	"2013"	"White"	"2106-3"	33
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2002"	"2002"	"White"	"2106-3"	58
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2003"	"2003"	"White"	"2106-3"	55
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2004"	"2004"	"White"	"2106-3"	54
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2005"	"2005"	"White"	"2106-3"	43
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2006"	"2006"	"White"	"2106-3"	45
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2007"	"2007"	"White"	"2106-3"	52
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2008"	"2008"	"White"	"2106-3"	53
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2009"	"2009"	"White"	"2106-3"	46
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2010"	"2010"	"White"	"2106-3"	53
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2011"	"2011"	"White"	"2106-3"	45
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2012"	"2012"	"White"	"2106-3"	52
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Denver-Aurora-Lakewood, CO  "	"19740"	"2013"	"2013"	"White"	"2106-3"	48
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"1999"	"1999"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2000"	"2000"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2001"	"2001"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2002"	"2002"	"White"	"2106-3"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2003"	"2003"	"White"	"2106-3"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2007"	"2007"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2009"	"2009"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	"Black or African American"	"2054-5"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	"White"	"2106-3"	156
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	"White"	"2106-3"	123
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	"Black or African American"	"2054-5"	25
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	"White"	"2106-3"	134
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	"Black or African American"	"2054-5"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	"White"	"2106-3"	142
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	"Black or African American"	"2054-5"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	"White"	"2106-3"	127
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"Black or African American"	"2054-5"	21
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"White"	"2106-3"	126
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	"Black or African American"	"2054-5"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	"White"	"2106-3"	154
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	"Black or African American"	"2054-5"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	"White"	"2106-3"	148
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	"Black or African American"	"2054-5"	18
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	"White"	"2106-3"	146
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	"Black or African American"	"2054-5"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	"White"	"2106-3"	141
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	"Black or African American"	"2054-5"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	"White"	"2106-3"	128
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"Black or African American"	"2054-5"	24
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"White"	"2106-3"	135
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	"White"	"2106-3"	122
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"Black or African American"	"2054-5"	31
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"White"	"2106-3"	124
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	"Black or African American"	"2054-5"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	"White"	"2106-3"	102
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"1999"	"1999"	"White"	"2106-3"	17
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2000"	"2000"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2001"	"2001"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2002"	"2002"	"White"	"2106-3"	19
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2005"	"2005"	"White"	"2106-3"	26
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2006"	"2006"	"White"	"2106-3"	23
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2008"	"2008"	"White"	"2106-3"	20
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2009"	"2009"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" El Paso, TX  "	"21340"	"2011"	"2011"	"White"	"2106-3"	16
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Fresno, CA  "	"23420"	"1999"	"1999"	"White"	"2106-3"	22
	"Non-Hodgkin Lymphoma"	"33041-33042"	" Fresno, CA  "	"23420"	"2000"	"2000"	"White"	"2106-3"	17
