"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Deaths
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2007"	"2007"	"Female"	"F"	20
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2008"	"2008"	"Female"	"F"	22
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2009"	"2009"	"Female"	"F"	24
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2010"	"2010"	"Female"	"F"	36
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2011"	"2011"	"Female"	"F"	20
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2012"	"2012"	"Female"	"F"	35
	"Pancreas"	"21100"	" Des Moines-West Des Moines, IA  "	"19780"	"2013"	"2013"	"Female"	"F"	36
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"1999"	"1999"	"Female"	"F"	275
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2000"	"2000"	"Female"	"F"	237
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2001"	"2001"	"Female"	"F"	267
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2002"	"2002"	"Female"	"F"	238
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2003"	"2003"	"Female"	"F"	279
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2004"	"2004"	"Female"	"F"	243
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2005"	"2005"	"Female"	"F"	236
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2006"	"2006"	"Female"	"F"	301
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2007"	"2007"	"Female"	"F"	286
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2008"	"2008"	"Female"	"F"	276
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2009"	"2009"	"Female"	"F"	322
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2010"	"2010"	"Female"	"F"	297
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2011"	"2011"	"Female"	"F"	298
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2012"	"2012"	"Female"	"F"	297
	"Pancreas"	"21100"	" Detroit-Warren-Dearborn, MI  "	"19820"	"2013"	"2013"	"Female"	"F"	337
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"1999"	"1999"	"Female"	"F"	16
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2000"	"2000"	"Female"	"F"	19
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2001"	"2001"	"Female"	"F"	21
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2002"	"2002"	"Female"	"F"	17
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2003"	"2003"	"Female"	"F"	20
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2004"	"2004"	"Female"	"F"	22
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2005"	"2005"	"Female"	"F"	21
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2006"	"2006"	"Female"	"F"	23
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2007"	"2007"	"Female"	"F"	31
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2008"	"2008"	"Female"	"F"	21
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2009"	"2009"	"Female"	"F"	17
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2010"	"2010"	"Female"	"F"	33
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2011"	"2011"	"Female"	"F"	19
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2012"	"2012"	"Female"	"F"	23
	"Pancreas"	"21100"	" Durham-Chapel Hill, NC  "	"20500"	"2013"	"2013"	"Female"	"F"	35
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"1999"	"1999"	"Female"	"F"	16
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2000"	"2000"	"Female"	"F"	24
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2001"	"2001"	"Female"	"F"	26
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2002"	"2002"	"Female"	"F"	40
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2003"	"2003"	"Female"	"F"	34
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2004"	"2004"	"Female"	"F"	18
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2005"	"2005"	"Female"	"F"	31
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2006"	"2006"	"Female"	"F"	31
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2007"	"2007"	"Female"	"F"	32
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2008"	"2008"	"Female"	"F"	28
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2009"	"2009"	"Female"	"F"	29
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2010"	"2010"	"Female"	"F"	39
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2011"	"2011"	"Female"	"F"	41
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2012"	"2012"	"Female"	"F"	38
	"Pancreas"	"21100"	" El Paso, TX  "	"21340"	"2013"	"2013"	"Female"	"F"	45
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"1999"	"1999"	"Female"	"F"	34
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2000"	"2000"	"Female"	"F"	32
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2001"	"2001"	"Female"	"F"	25
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2002"	"2002"	"Female"	"F"	38
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2003"	"2003"	"Female"	"F"	33
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2004"	"2004"	"Female"	"F"	31
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2005"	"2005"	"Female"	"F"	31
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2006"	"2006"	"Female"	"F"	32
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2007"	"2007"	"Female"	"F"	33
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2008"	"2008"	"Female"	"F"	42
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2009"	"2009"	"Female"	"F"	54
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2010"	"2010"	"Female"	"F"	39
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2011"	"2011"	"Female"	"F"	41
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2012"	"2012"	"Female"	"F"	41
	"Pancreas"	"21100"	" Fresno, CA  "	"23420"	"2013"	"2013"	"Female"	"F"	52
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"1999"	"1999"	"Female"	"F"	37
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2000"	"2000"	"Female"	"F"	42
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2001"	"2001"	"Female"	"F"	52
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2002"	"2002"	"Female"	"F"	45
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2003"	"2003"	"Female"	"F"	40
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2004"	"2004"	"Female"	"F"	48
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2005"	"2005"	"Female"	"F"	40
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2006"	"2006"	"Female"	"F"	52
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2007"	"2007"	"Female"	"F"	49
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2008"	"2008"	"Female"	"F"	58
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2009"	"2009"	"Female"	"F"	52
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2010"	"2010"	"Female"	"F"	48
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2011"	"2011"	"Female"	"F"	50
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2012"	"2012"	"Female"	"F"	67
	"Pancreas"	"21100"	" Grand Rapids-Wyoming, MI  "	"24340"	"2013"	"2013"	"Female"	"F"	51
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"1999"	"1999"	"Female"	"F"	42
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2000"	"2000"	"Female"	"F"	41
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2001"	"2001"	"Female"	"F"	48
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2002"	"2002"	"Female"	"F"	33
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2003"	"2003"	"Female"	"F"	45
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2004"	"2004"	"Female"	"F"	30
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2005"	"2005"	"Female"	"F"	41
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2006"	"2006"	"Female"	"F"	45
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2007"	"2007"	"Female"	"F"	44
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2008"	"2008"	"Female"	"F"	40
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2009"	"2009"	"Female"	"F"	48
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2010"	"2010"	"Female"	"F"	44
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2011"	"2011"	"Female"	"F"	33
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2012"	"2012"	"Female"	"F"	43
	"Pancreas"	"21100"	" Greensboro-High Point, NC  "	"24660"	"2013"	"2013"	"Female"	"F"	44
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"1999"	"1999"	"Female"	"F"	40
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2000"	"2000"	"Female"	"F"	30
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2001"	"2001"	"Female"	"F"	44
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2002"	"2002"	"Female"	"F"	50
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2003"	"2003"	"Female"	"F"	39
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2004"	"2004"	"Female"	"F"	42
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2005"	"2005"	"Female"	"F"	48
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2006"	"2006"	"Female"	"F"	36
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2007"	"2007"	"Female"	"F"	46
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2008"	"2008"	"Female"	"F"	49
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2009"	"2009"	"Female"	"F"	52
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2010"	"2010"	"Female"	"F"	41
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2011"	"2011"	"Female"	"F"	57
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2012"	"2012"	"Female"	"F"	55
	"Pancreas"	"21100"	" Greenville-Anderson-Mauldin, SC  "	"24860"	"2013"	"2013"	"Female"	"F"	51
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"1999"	"1999"	"Female"	"F"	23
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2000"	"2000"	"Female"	"F"	27
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2001"	"2001"	"Female"	"F"	26
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2002"	"2002"	"Female"	"F"	41
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2003"	"2003"	"Female"	"F"	28
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2004"	"2004"	"Female"	"F"	35
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2005"	"2005"	"Female"	"F"	34
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2006"	"2006"	"Female"	"F"	31
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2007"	"2007"	"Female"	"F"	37
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2008"	"2008"	"Female"	"F"	42
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2009"	"2009"	"Female"	"F"	26
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2010"	"2010"	"Female"	"F"	30
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2011"	"2011"	"Female"	"F"	39
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2012"	"2012"	"Female"	"F"	41
	"Pancreas"	"21100"	" Harrisburg-Carlisle, PA  "	"25420"	"2013"	"2013"	"Female"	"F"	36
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"1999"	"1999"	"Female"	"F"	71
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2000"	"2000"	"Female"	"F"	70
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2001"	"2001"	"Female"	"F"	61
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2002"	"2002"	"Female"	"F"	73
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2003"	"2003"	"Female"	"F"	58
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2004"	"2004"	"Female"	"F"	93
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2005"	"2005"	"Female"	"F"	78
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2006"	"2006"	"Female"	"F"	82
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2007"	"2007"	"Female"	"F"	70
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2008"	"2008"	"Female"	"F"	66
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2009"	"2009"	"Female"	"F"	81
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2010"	"2010"	"Female"	"F"	80
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2011"	"2011"	"Female"	"F"	101
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2012"	"2012"	"Female"	"F"	92
	"Pancreas"	"21100"	" Hartford-West Hartford-East Hartford, CT  "	"25540"	"2013"	"2013"	"Female"	"F"	83
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"1999"	"1999"	"Female"	"F"	155
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2000"	"2000"	"Female"	"F"	167
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2001"	"2001"	"Female"	"F"	175
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2002"	"2002"	"Female"	"F"	156
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2003"	"2003"	"Female"	"F"	183
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2004"	"2004"	"Female"	"F"	169
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2005"	"2005"	"Female"	"F"	200
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2006"	"2006"	"Female"	"F"	199
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2007"	"2007"	"Female"	"F"	195
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2008"	"2008"	"Female"	"F"	212
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2009"	"2009"	"Female"	"F"	204
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2010"	"2010"	"Female"	"F"	232
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2011"	"2011"	"Female"	"F"	250
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2012"	"2012"	"Female"	"F"	222
	"Pancreas"	"21100"	" Houston-The Woodlands-Sugar Land, TX  "	"26420"	"2013"	"2013"	"Female"	"F"	258
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"1999"	"1999"	"Female"	"F"	75
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2000"	"2000"	"Female"	"F"	104
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2001"	"2001"	"Female"	"F"	79
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2002"	"2002"	"Female"	"F"	78
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2003"	"2003"	"Female"	"F"	94
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2004"	"2004"	"Female"	"F"	95
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2005"	"2005"	"Female"	"F"	95
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2006"	"2006"	"Female"	"F"	98
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2007"	"2007"	"Female"	"F"	82
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2008"	"2008"	"Female"	"F"	106
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2009"	"2009"	"Female"	"F"	85
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2010"	"2010"	"Female"	"F"	100
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2011"	"2011"	"Female"	"F"	87
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2012"	"2012"	"Female"	"F"	107
	"Pancreas"	"21100"	" Indianapolis-Carmel-Anderson, IN  "	"26900"	"2013"	"2013"	"Female"	"F"	101
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"1999"	"1999"	"Female"	"F"	22
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2000"	"2000"	"Female"	"F"	27
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2001"	"2001"	"Female"	"F"	22
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2002"	"2002"	"Female"	"F"	33
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2003"	"2003"	"Female"	"F"	31
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2004"	"2004"	"Female"	"F"	30
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2005"	"2005"	"Female"	"F"	26
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2006"	"2006"	"Female"	"F"	35
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2007"	"2007"	"Female"	"F"	35
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2008"	"2008"	"Female"	"F"	28
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2009"	"2009"	"Female"	"F"	36
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2010"	"2010"	"Female"	"F"	27
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2011"	"2011"	"Female"	"F"	38
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2012"	"2012"	"Female"	"F"	40
	"Pancreas"	"21100"	" Jackson, MS  "	"27140"	"2013"	"2013"	"Female"	"F"	45
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"1999"	"1999"	"Female"	"F"	41
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2000"	"2000"	"Female"	"F"	52
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2001"	"2001"	"Female"	"F"	57
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2002"	"2002"	"Female"	"F"	42
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2003"	"2003"	"Female"	"F"	59
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2004"	"2004"	"Female"	"F"	82
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2005"	"2005"	"Female"	"F"	62
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2006"	"2006"	"Female"	"F"	66
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2007"	"2007"	"Female"	"F"	69
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2008"	"2008"	"Female"	"F"	81
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2009"	"2009"	"Female"	"F"	66
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2010"	"2010"	"Female"	"F"	72
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2011"	"2011"	"Female"	"F"	75
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2012"	"2012"	"Female"	"F"	78
	"Pancreas"	"21100"	" Jacksonville, FL  "	"27260"	"2013"	"2013"	"Female"	"F"	71
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"1999"	"1999"	"Female"	"F"	101
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2000"	"2000"	"Female"	"F"	111
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2001"	"2001"	"Female"	"F"	102
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2002"	"2002"	"Female"	"F"	77
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2003"	"2003"	"Female"	"F"	95
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2004"	"2004"	"Female"	"F"	100
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2005"	"2005"	"Female"	"F"	96
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2006"	"2006"	"Female"	"F"	103
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2007"	"2007"	"Female"	"F"	81
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2008"	"2008"	"Female"	"F"	106
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2009"	"2009"	"Female"	"F"	117
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2010"	"2010"	"Female"	"F"	117
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2011"	"2011"	"Female"	"F"	113
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2012"	"2012"	"Female"	"F"	116
	"Pancreas"	"21100"	" Kansas City, MO-KS  "	"28140"	"2013"	"2013"	"Female"	"F"	120
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"1999"	"1999"	"Female"	"F"	42
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2000"	"2000"	"Female"	"F"	40
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2001"	"2001"	"Female"	"F"	39
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2002"	"2002"	"Female"	"F"	47
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2003"	"2003"	"Female"	"F"	39
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2004"	"2004"	"Female"	"F"	46
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2005"	"2005"	"Female"	"F"	46
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2006"	"2006"	"Female"	"F"	52
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2007"	"2007"	"Female"	"F"	35
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2008"	"2008"	"Female"	"F"	48
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2009"	"2009"	"Female"	"F"	51
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2010"	"2010"	"Female"	"F"	56
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2011"	"2011"	"Female"	"F"	59
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2012"	"2012"	"Female"	"F"	48
	"Pancreas"	"21100"	" Knoxville, TN  "	"28940"	"2013"	"2013"	"Female"	"F"	70
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"1999"	"1999"	"Female"	"F"	31
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2000"	"2000"	"Female"	"F"	40
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2001"	"2001"	"Female"	"F"	31
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2002"	"2002"	"Female"	"F"	22
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2003"	"2003"	"Female"	"F"	23
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2004"	"2004"	"Female"	"F"	31
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2005"	"2005"	"Female"	"F"	26
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2006"	"2006"	"Female"	"F"	29
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2007"	"2007"	"Female"	"F"	30
	"Pancreas"	"21100"	" Lakeland-Winter Haven, FL  "	"29460"	"2008"	"2008"	"Female"	"F"	32
